"ID","dt","DRk","Vts","Roomheight","RoomairflowNFFF","Roomvolumemin","Roomvolumemax","RoomACHmin","RoomACHmax","RoomUVCpurificationinroom","RoomUVCmaxflowrate","RoomUVCeffmin","RoomUVCeffmax","Roomwindowsopen","Roomwindspeedmin","Roomwindspeedmax","RoomsoaW","RoomsoaH","RoomsoaP","RoomNFw","RoomNFh","RoomNFd","Infected","Infcoughrateperhourmin","Infcoughrateperhourmax","Infcoughrateperhourmode","InfCsprayprobmin","InfCsprayprobmax","InfCsprayprobmode","InfCexhaleprobmin","InfCexhaleprobmax","InfCexhaleprobmode","Infsurfaces","Infsalivastudy","InfsalivaIwasakimin","InfsalivaIwasakimax","InfsalivaChenshape","InfsalivaChenscale","InfEairTalkSmean","InfEairTalkSsd","Sufinger","Suface","Sueye","SuFFtimemin","SuFFtimemax","SuTmaxa","SuTmaxb","SuTmaxc","INACTIVaira","INACTIVairb","INACTIVairc","INACTIVsurfacea","INACTIVsurfaceb","INACTIVsurfacec","INACTIVskinmean","INACTIVskinsd","TRANSsurface.skinshape","TRANSsurface.skinscale","CONTACTsurfaceNF.handa","CONTACTsurfaceNF.handb","CONTACTsurfaceNF.handc","CONTACTsurfaceFF.handa","CONTACTsurfaceFF.handb","CONTACTsurfaceFF.handc","CONTACTface.handsize","CONTACTface.handmu","SuTARGETmin","SuTARGETmax","SuCeyeprob","SuCSPRAYprobmin","SuCSPRAYprobmax","SuCSPRAYprobmode","SuCinhaleprobmin","SuCinhaleprobmax","SuCinhaleprobmode","SuChandtouchmin","SuChandtouchmax","SuChandtouchmode","SuCfomiteprobmin","SuCfomiteprobmax","SuCfomiteprobmode","SuSPRAYprob","Su","V","W","Vn","NFsizeperc","betaNF","ACH","pSPRAY","FFtime","Tmax","Infcoughrateperhour","Ncough","FFinfected","COUGHrate","CONCsaliva","gf","Infactivity","InfEairTalkS","EairTalkS","InfEairTalkSQA","INACTIVair","INACTIVsurface","INACTIVskin","Aportals","TRANSsurface.skin","TRANSskin","CONTACTsurfaceNF.hand","CONTACTsurfaceFF.hand","CONTACTface.hand","pTARGET","ExtraExpVolStudy","distsalivavirusconc","Feye","Fspray","Finhale","Ffomite","rateEair","rateEsurface","rateEair2","rateEsurface2","nsteps","probthin","probinsp","Nsurface","Nsurface2","Nair","Nair2","doseFACE","doseLUNG","doseLUNGFF","doseSPRAY","rFACE","rSPRAY","rLUNGNF","rLUNGFF","rOVERALL","numberinfected"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"51.5261147562414","4.14431798797025","26.64","0.517019381842157","23.7838892397046","2.87135021854192","0.05","40","14.3727660198099","34.9568830699807","8","0","0.582614717833012","1069814.33321996","717.900448711589","resting-speaking","63.9657987028293","63.9657987028293","63.9657987028293","0.00445494543499778","0.000769570144949835","1.70172978116421","15.2","0.00406027693999013","0.00406027693999013","0.990708984880655","0.810251010755573","0","0.00326007822644897","Duguid","equal","1","1","1","1","0.0896244259533718","8.19289695466021","0","0","14372","0.004","0.00632911392405063","10646.0691184873","0","0.0947641332137627","0","0","0.00204189405676156","0.0011937110835835","337.489825458158","0","0.00114602595689095","4.98021700545692e-06","2.91148620934489e-06","0.00115392671871893","0.00115392671871893"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"48.8116082772613","4.03367525867173","26.64","0.545771814128283","24.436275525179","2.95686832279898","0.05","30","12.764921249066","32.8091893231149","7","0","0.546819822051915","331566013.161546","832.390269380994","resting-speaking","65.4028152180464","65.4028152180464","65.4028152180464","0.00330365163590296","0.000743133634239216","0.618571689180526","15.2","0.376554979976829","0.376554979976829","1.46906469868114","2.34546382724266","0","0.0096546184013132","Duguid","equal","1","1","1","1","0.213508620831483","2206.45204858683","0","0","12764","0.004","0.00632911392405063","2969118.80572555","0","0.219984286581694","0","0","0.00459541504504282","0.00195853704466193","93586.7133759075","0","0.30166270390625","1.12082665650881e-05","4.77690821165666e-06","0.301683511281765","0.301683511281765"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"51.2330812914297","4.13251663805603","26.64","0.5199765332962","23.8518095952222","2.97336560697295","0.05","40","11.278750065895","32.8558055475053","6","0","0.547596759125088","9208.33233346286","983.500646660104","resting-speaking","11.0144826402692","11.0144826402692","11.0144826402692","0.00192898594937474","0.000732418658302584","0.591307034564313","15.2","0.0096258541783654","0.0096258541783654","3.11005244295192","3.13236505176436","0","0.00790765264979564","Duguid","equal","1","1","1","1","0.0112023465923411","0.0537950565380192","0","0","11278","0.004","0.00632911392405063","73.4485064357752","0","0.0118231717043148","0","0","0.000173505834168191","9.95058430676696e-05","2.38260082376352","0","9.72135160148824e-08","4.23184871811699e-07","2.42697148711279e-07","7.63095703976365e-07","7.63095703976365e-07"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"51.5072299400344","4.14355845218553","26.64","0.517208943890299","23.7882489501289","2.69335208134726","0.05","30","13.3228456394411","36.1892479232509","8","0","0.603154132054181","10354207.7569312","932.303893147036","resting-speaking","67.5340348551391","67.5340348551391","67.5340348551391","0.00367523905221802","0.000725571011560863","1.17607899365998","15.2","0.218188545005125","0.218188545005125","3.4772739009319","0.856010610305468","0","0.00241133573022671","Duguid","equal","1","1","1","1","0.0765219870197238","72.8304410664595","0","0","13322","0.004","0.00632911392405063","100376.723857511","0","0.0812179510593854","0","0","0.00181260085038657","0.000683664541309092","3611.84656479233","0","0.0793294354007301","4.42096791131164e-06","1.66747310070825e-06","0.0793360068422867","0.0793360068422867"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"51.410151544027","4.13965181885413","26.64","0.518185595644195","23.8106981729888","3.08076989441179","0.05","30","4.20651539022682","33.1212463223748","2","0","0.55202077203958","139518796.520501","602.440199581906","resting-speaking","63.7951999570234","63.7951999570234","63.7951999570234","0.00466700284460482","0.000718376804989306","1.7378746432993","15.2","0.168910447536994","0.168910447536994","0.684575479763889","1.04301644324527","0","0.00893645433499478","Duguid","equal","1","1","1","1","0.174991912045081","1017.10821697256","0","0","4206","0.004","0.00632911392405063","1415842.22918737","0","0.18411027101942","0","0","0.000664266753575647","0.000208420568114598","10289.3971264054","0","0.0974525059525514","1.62016150118127e-06","5.08342719807153e-07","0.0974548418857465","0.0974548418857465"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"50.5305842394009","4.10408675344471","26.64","0.527205461820638","24.0170361694397","2.53692738176323","0.05","30","11.3843918546437","32.8952806345061","6","0","0.548254677241767","1182958.088608","946.823570062406","resting-speaking","134.613715949492","134.613715949492","134.613715949492","0.00348250258454495","0.000682916015732912","0.829411352614346","15.2","0.624958706204027","0.624958706204027","3.23222488638123","0.958405449241225","0","0.00791097001847811","Duguid","equal","1","1","1","1","0.142583994355141","6.14724019187516","0","0","11384","0.004","0.00632911392405063","9001.45852528862","0","0.150407938539174","0","0","0.00260069426587636","0.00106112788536576","264.467882941981","0","0.00143563594900364","6.34313662828401e-06","2.58811344444609e-06","0.00144458003754037","0.00144458003754037"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"49.3231902336702","4.0547581199405","26.64","0.540111048652615","24.3092182281508","2.71503333421424","0.05","30","7.93461927219414","34.48733522521","5","0","0.574788920420166","308631.428541257","939.034054288641","resting-speaking","39.4120621948752","39.4120621948752","39.4120621948752","0.00545865135482549","0.000684067076009856","0.578903335321396","15.2","0.865477943766221","0.865477943766221","1.23309720403519","1.46071780112154","0.126029991571791","0.00562639254936948","Duguid","equal","1","1","1","1","0.0421001178532848","2.27815635123278","0","0","7934","0.004","0.00632911392405063","3330.3113556074","0","0.043676363550675","0","0.00414140562218394","0.000427704616604063","0.000170427559885767","67.7700562544563","1.01009383075557e-05","4.81329793784457e-05","1.04318144755755e-06","4.15676888909644e-07","5.96933265258982e-05","5.96933265258982e-05"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"50.3775908239186","4.09786899188341","26.64","0.528806549981975","24.0534775990234","2.59810556285083","0.05","30","11.1142505506726","35.2035881614683","7","0","0.586726469357804","88465.5993475135","647.365715587512","resting-speaking","66.4514916607417","66.4514916607417","66.4514916607417","0.00283576817180101","0.000753486248806608","1.20849839689423","15.2","0.00120831957385493","0.00120831957385493","3.13742161856572","0.345214398274546","0.0899745777226055","0.00751167803653516","Duguid","equal","1","1","1","1","0.102702829251757","0.8003674180305","0","0","11114","0.004","0.00632911392405063","1062.21901102793","0","0.108139576853622","0","1.28041505761843e-08","0.00182469376462196","0.000714952943706479","22.984624337526","3.1229685504286e-11","1.19978150976419e-05","4.45046269326177e-06","1.74378614714588e-06","1.81921772462257e-05","1.81921772462257e-05"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"51.8583638807759","4.15765815016001","26.64","0.51370691256759","23.707576823315","2.6741214513313","0.05","40","6.59481422783247","34.2269160444865","4","0","0.570448600741442","1108917614.6298","875.929807429202","resting-speaking","31.3761910680749","31.3761910680749","31.3761910680749","0.0033307755097605","0.000710956381024692","0.844013906488183","15.2","0.123116591393603","0.123116591393603","0.851513637263587","0.369453321859632","0.30326858815208","0.00844710004609078","Duguid","equal","1","1","1","1","0.513994311637622","7101.30066852781","0","0","6594","0.004","0.00632911392405063","9988377.42801156","0","0.547686325928495","0","0.748622722226847","0.00335235689052881","0.00181951161698007","163705.787954798","0.00182424312073715","0.18549375","8.17644679351748e-06","4.43782336501108e-06","0.187671330447949","0.187671330447949"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"50.6936877854168","4.11070504031514","26.64","0.525509213548744","23.9783684388222","2.67060667322949","0.05","30","3.44258907701017","36.2557636769082","2","0","0.60426272794847","24309178.1349402","533.145136432722","resting-speaking","70.4711060180415","70.4711060180415","70.4711060180415","0.00282505095756015","0.000643636247716004","1.29547932295224","15.2","0.109567632229788","0.109567632229788","4.33203578368164","1.95444065357869","0","0.00492097126203589","Duguid","equal","1","1","1","1","0.148255519360318","270.261769314993","0","0","3442","0.004","0.00632911392405063","419898.304786344","0","0.156371396932716","0","0","0.000426531328992475","0.000127896290471655","1980.02101270459","0","0.0147163310565519","1.04031977343766e-06","3.11942123243369e-07","0.0147177032191116","0.0147177032191116"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"50.4323170091957","4.10009418628384","26.64","0.528232720204835","24.0404233467959","2.57343968632631","0.05","40","8.7831214629601","32.3771593630126","5","0","0.539619322716877","9117918.6839926","561.677558580413","resting-speaking","32.1845946600381","32.1845946600381","32.1845946600381","0.00501665898961751","0.000745348246634888","0.731164025529823","15.2","0.32667650254572","0.32667650254572","4.33263016887587","2.6189132355554","0.113854738798407","0.00180514895753004","Duguid","equal","1","1","1","1","0.0632040319815255","97.8037690599893","0","0","8783","0.004","0.00632911392405063","131218.8892931","0","0.0664603393273088","0","0.0207815907167789","0.00065771350804035","0.000386624345742969","1926.40350673882","5.06855220717695e-05","0.0120120475720682","1.60417800121326e-06","9.42985764473825e-07","0.0120659196610292","0.0120659196610292"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"48.7375892810524","4.03061572141083","26.64","0.546600691437088","24.4548244766679","3.3601284250617","0.05","30","7.35815618605902","30.5723927811462","4","0","0.509539879685769","2047973.95315782","717.288227169774","resting-speaking","45.6517303661169","45.6517303661169","45.6517303661169","0.00348760663756833","0.00077304042976461","1.01913085143941","15.2","0.294867550640851","0.294867550640851","1.70552618735773","3.46343085862639","0","0.00717016280442476","Duguid","equal","1","1","1","1","0.0646128936154127","15.84485634594","0","0","7358","0.004","0.00632911392405063","20496.8016365777","0","0.0660551850706765","0","0","0.000567235174611559","0.000223840778129635","333.840892473527","0","0.00127199689405877","1.38349946887661e-06","5.45952968389329e-07","0.00127392880150983","0.00127392880150983"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"48.2952156476676","4.01228179666997","26.64","0.55160743445788","24.5665695968332","3.37284083431587","0.05","30","10.0223447732783","31.2699237317667","5","0","0.521165395529446","3597161.65173079","962.967355852015","resting-speaking","177.296302528319","177.296302528319","177.296302528319","0.00314472654503522","0.000774361028507978","1.03253368342128","15.2","0.53057195546786","0.53057195546786","1.45177649966089","2.62196537207986","0.299331151328843","0.00518165961327031","Duguid","equal","1","1","1","1","0.185236945627776","16.9675187116517","0","0","10022","0.004","0.00632911392405063","21911.6382242845","0","0.188587117787073","0","0.0288678999235876","0.00263566609594049","0.00113945251999849","653.516336853692","7.04070333172879e-05","0.00501591732265794","6.4284332300657e-06","2.7791486260087e-06","0.00509593104243153","0.00509593104243153"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"51.7001718217507","4.1513119139918","26.64","0.51527875171959","23.7438193135479","2.70029771956615","0.05","40","6.72951126668105","33.5384346236456","4","0","0.558973910394094","10862812.3231526","671.068748109974","resting-speaking","296.494739307789","296.494739307789","296.494739307789","0.00354754459355048","0.000665926584402156","1.2663526239713","15.2","0.160418213229241","0.160418213229241","2.35304421903836","0.15865003706826","0.297198402787783","0.00948442747839727","Duguid","equal","1","1","1","1","0.447974855517871","84.8433463171356","0","0","6729","0.004","0.00632911392405063","127406.456363812","0","0.476316384455908","0","0.0333430585967189","0.00301086598208456","0.00166102796269397","1529.15121668809","8.13212264124674e-05","0.0356283979400162","7.34354860210118e-06","4.05127950742212e-06","0.0357244171151206","0.0357244171151206"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"49.3343507498503","4.05521683554448","26.64","0.53998886364347","24.3064684324742","3.20395795046352","0.05","40","15.425101279164","34.6066285872862","9","0","0.576777143121437","6704.52379977799","969.490527524613","resting-speaking","15.7849782134084","15.7849782134084","15.7849782134084","0.00436319023067494","0.000716375199651283","0.890123028861388","15.2","0.0320203209294961","0.0320203209294961","3.19274717617272","1.88316287041637","0","0.00706139327981509","Duguid","equal","1","1","1","1","0.0162842552993423","0.0383705054975334","0","0","15425","0.004","0.00632911392405063","53.5620238056976","0","0.0167730092224124","0","0","0.000399550765474361","0.00026149180891696","2.29047034567032","0","1.38371921365454e-07","9.74513587270742e-07","6.37784696388977e-07","1.75067104965192e-06","1.75067104965192e-06"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"51.205678422004","4.13141131745573","26.64","0.52025480026747","23.8581909246213","2.52022703480907","0.05","30","9.32734483675177","37.625861747557","6","0","0.627097695792617","180660231.662469","638.102359254844","resting-speaking","17.0203570233246","17.0203570233246","17.0203570233246","0.00232051707415356","0.000792858944691307","1.63713777336503","15.2","0.72980458452745","0.72980458452745","0.891229708773052","2.72996108158906","0","0.00727698190836236","Duguid","equal","1","1","1","1","0.137613516310333","1973.93773702468","0","0","9327","0.004","0.00632911392405063","2489645.54192324","0","0.146308649119292","0","0","0.00185480076713364","0.000688012949629069","46915.3194169838","0","0.264908109375","4.52389407723519e-06","1.67807895701255e-06","0.264915954310588","0.264915954310588"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"51.5604640524834","4.14569913896653","26.64","0.516674946386889","23.7759655720149","2.61585124395788","0.05","30","8.81229669645747","34.0637163300862","5","0","0.567728605501436","1075797.00052272","867.257513571531","resting-speaking","57.1258126736809","57.1258126736809","57.1258126736809","0.00281320161527095","0.000727470050932174","1.2694079608438","15.2","0.0537147813084738","0.0537147813084738","5.66242092930683","4.56408112546646","0.226955590453962","0.00909708048170433","Duguid","equal","1","1","1","1","0.0663116761025442","7.10405270333162","0","0","8812","0.004","0.00632911392405063","9765.42291222649","0","0.0705769802788018","0","0.000793040551833698","0.00081146652849879","0.000292822402565995","216.747186620473","1.93424337768811e-06","0.000831742950215264","1.97918469624359e-06","7.142007267813e-07","0.000836374426985868","0.000836374426985868"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"51.9387806253508","4.16088054083711","26.64","0.512911540841937","23.6892165090059","2.64373038476333","0.05","40","11.4886443131904","36.7468869481566","7","0","0.61244811580261","11972417.3998943","740.82835263107","resting-speaking","40.5308279288567","40.5308279288567","40.5308279288567","0.00281227295760623","0.000614107461525746","1.99380060632702","15.2","0.130190539209266","0.130190539209266","1.55509020796792","3.63645245918358","0","0.0021224498457741","Duguid","equal","1","1","1","1","0.0608095149714046","92.7129526357551","0","0","11488","0.004","0.00632911392405063","150971.871283587","0","0.0649141837297251","0","0","0.000997460238972369","0.000549122646109592","3150.23734273645","0","0.0515814537979289","2.43282689182944e-06","1.33932263024494e-06","0.0515854205238337","0.0515854205238337"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"51.5695634707808","4.14606494042969","26.64","0.516583779404961","23.7738678520999","2.66355699533597","0.05","40","4.74694295875316","36.7765604017554","3","0","0.61294267336259","1392.44432325623","871.62865686696","resting-speaking","63.2690148300434","63.2690148300434","63.2690148300434","0.00602570319906009","0.000714696229133027","1.17650644076708","15.2","0.448660476281276","0.448660476281276","3.57433542869957","1.03856522876338","0","0.00109773071529344","Duguid","equal","1","1","1","1","0.0725877352062145","0.0103591297184876","0","0","4746","0.004","0.00632911392405063","14.4944513434105","0","0.0769350291502085","0","0","0.000292247262065942","0.000137502561320879","0.171112935979663","0","3.73817643506413e-11","7.12797946111898e-07","3.35372044579785e-07","1.04820761154772e-06","1.04820761154772e-06"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"50.3923794552684","4.09847042424644","26.64","0.52865136133624","24.0499478578336","2.97298924392089","0.05","40","13.0631695362944","36.2562882879757","8","0","0.604271471466262","106523.528189296","818.64070717711","resting-speaking","94.7207250326179","94.7207250326179","94.7207250326179","0.00398942060510572","0.000841062382478752","1.72881790722036","15.2","0.230932382582161","0.230932382582161","5.85645629215854","2.06585044683237","0","0.00932241905108094","Duguid","equal","1","1","1","1","0.115755119063079","0.837175308226116","0","0","13063","0.004","0.00632911392405063","995.378375809437","0","0.120957029000494","0","0","0.00222721100759839","0.00138501708321631","35.7456964812024","0","3.47749818868648e-05","5.43220721527238e-06","3.37808474115686e-06","4.35855985721317e-05","4.35855985721317e-05"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"49.9851776426658","4.08187773958121","26.64","0.532957993876587","24.1477100218374","2.6759445448406","0.05","40","11.9410278830106","39.6678566771206","8","0","0.661130944618677","3861557.79233928","937.222155276686","resting-speaking","20.4865953843951","20.4865953843951","20.4865953843951","0.00177943567047902","0.000628402331731129","0.920791120263411","15.2","0.283536324082962","0.283536324082962","2.79261308233581","1.11434745701639","0.0837448844268067","0.00397153448616155","Duguid","equal","1","1","1","1","0.0236149871388531","29.3773431204478","0","0","11941","0.004","0.00632911392405063","46749.2586151277","0","0.0247664204858481","0","0.0100395382662964","0.000398590868152904","0.000256950493075325","1312.61193388545","2.44863789020666e-05","0.0199086402774573","9.72172376600966e-07","6.26708323347991e-07","0.019935244852051","0.019935244852051"
